0.632911392,0.253164557,0.443037975,0.126582278,e
0.746835443,0.379746835,0.53164557,0.189873418,e
0.759493671,0.278481013,0.506329114,0.126582278,e
0.772151899,0.367088608,0.594936709,0.17721519,e
0.708860759,0.367088608,0.455696203,0.164556962,e
0.848101266,0.392405063,0.556962025,0.17721519,e
0.708860759,0.379746835,0.569620253,0.189873418,e
0.734177215,0.341772152,0.518987342,0.126582278,e
0.784810127,0.278481013,0.569620253,0.189873418,e
0.708860759,0.316455696,0.493670886,0.139240506,e
0.746835443,0.405063291,0.607594937,0.227848101,e
0.772151899,0.35443038,0.506329114,0.164556962,e
0.797468354,0.316455696,0.620253165,0.189873418,e
0.772151899,0.35443038,0.594936709,0.151898734,e
0.810126582,0.367088608,0.544303797,0.164556962,e
0.835443038,0.379746835,0.556962025,0.17721519,e
0.860759494,0.35443038,0.607594937,0.17721519,e
0.848101266,0.379746835,0.632911392,0.215189873,e
0.759493671,0.367088608,0.569620253,0.189873418,e
0.721518987,0.329113924,0.443037975,0.126582278,e
0.696202532,0.303797468,0.481012658,0.139240506,e
0.696202532,0.303797468,0.46835443,0.126582278,e
0.734177215,0.341772152,0.493670886,0.151898734,e
0.759493671,0.341772152,0.64556962,0.202531646,e
0.683544304,0.379746835,0.569620253,0.189873418,e
0.759493671,0.430379747,0.569620253,0.202531646,e
0.848101266,0.392405063,0.594936709,0.189873418,e
0.797468354,0.291139241,0.556962025,0.164556962,e
0.708860759,0.379746835,0.518987342,0.164556962,e
0.696202532,0.316455696,0.506329114,0.164556962,e
0.696202532,0.329113924,0.556962025,0.151898734,e
0.772151899,0.379746835,0.582278481,0.17721519,e
0.734177215,0.329113924,0.506329114,0.151898734,e
0.632911392,0.291139241,0.417721519,0.126582278,e
0.708860759,0.341772152,0.53164557,0.164556962,e
0.721518987,0.379746835,0.53164557,0.151898734,e
0.721518987,0.367088608,0.53164557,0.164556962,e
0.784810127,0.367088608,0.544303797,0.164556962,e
0.64556962,0.316455696,0.379746835,0.139240506,e
0.721518987,0.35443038,0.518987342,0.164556962,e
0.797468354,0.417721519,0.759493671,0.316455696,o
0.734177215,0.341772152,0.64556962,0.240506329,o
0.898734177,0.379746835,0.746835443,0.265822785,o
0.797468354,0.367088608,0.708860759,0.227848101,o
0.82278481,0.379746835,0.734177215,0.278481013,o
0.962025316,0.379746835,0.835443038,0.265822785,o
0.620253165,0.316455696,0.569620253,0.215189873,o
0.924050633,0.367088608,0.797468354,0.227848101,o
0.848101266,0.316455696,0.734177215,0.227848101,o
0.911392405,0.455696203,0.772151899,0.316455696,o
0.82278481,0.405063291,0.64556962,0.253164557,o
0.810126582,0.341772152,0.670886076,0.240506329,o
0.860759494,0.379746835,0.696202532,0.265822785,o
0.721518987,0.316455696,0.632911392,0.253164557,o
0.734177215,0.35443038,0.64556962,0.303797468,o
0.810126582,0.405063291,0.670886076,0.291139241,o
0.82278481,0.379746835,0.696202532,0.227848101,o
0.974683544,0.481012658,0.848101266,0.278481013,o
0.974683544,0.329113924,0.873417722,0.291139241,o
0.759493671,0.278481013,0.632911392,0.189873418,o
0.873417722,0.405063291,0.721518987,0.291139241,o
0.708860759,0.35443038,0.620253165,0.253164557,o
0.974683544,0.35443038,0.848101266,0.253164557,o
0.797468354,0.341772152,0.620253165,0.227848101,o
0.848101266,0.417721519,0.721518987,0.265822785,o
0.911392405,0.405063291,0.759493671,0.227848101,o
0.784810127,0.35443038,0.607594937,0.227848101,o
0.772151899,0.379746835,0.620253165,0.227848101,o
0.810126582,0.35443038,0.708860759,0.265822785,o
0.911392405,0.379746835,0.734177215,0.202531646,o
0.936708861,0.35443038,0.772151899,0.240506329,o
1,0.481012658,0.810126582,0.253164557,o
0.810126582,0.35443038,0.708860759,0.278481013,o
0.797468354,0.35443038,0.64556962,0.189873418,o
0.772151899,0.329113924,0.708860759,0.17721519,o
0.974683544,0.379746835,0.772151899,0.291139241,o
0.797468354,0.430379747,0.708860759,0.303797468,o
0.810126582,0.392405063,0.696202532,0.227848101,o
0.759493671,0.379746835,0.607594937,0.227848101,o
0.873417722,0.392405063,0.683544304,0.265822785,o
0.848101266,0.392405063,0.708860759,0.303797468,o
0.873417722,0.392405063,0.64556962,0.291139241,o
0.734177215,0.341772152,0.64556962,0.240506329,o
0.860759494,0.405063291,0.746835443,0.291139241,o
0.848101266,0.417721519,0.721518987,0.316455696,o
0.848101266,0.379746835,0.658227848,0.291139241,o
0.797468354,0.316455696,0.632911392,0.240506329,o
0.82278481,0.379746835,0.658227848,0.253164557,o
0.784810127,0.430379747,0.683544304,0.291139241,o
0.746835443,0.379746835,0.64556962,0.227848101,o
